id;doc_type;pmid;pmcid;doi;sentence;batch_name;vocabulary;sentence_id;relation_type;human_annotated;classifier_score;relation_id;entity1_end_index;entity1_start_index;entity1_ne_type;entity1_entity;entity2_end_index;entity2_start_index;entity2_ne_type;entity2_entity;initial_review_completed;nlp_status;out_of_scope;non_mammalian;status_update_time;status_update_uid;status_update_uname;possible_reference;already_exists;incorrect_relationship;submit_for_ke;ke_update_time;ke_update_uid;ke_update_uname;;;
2036;f;0;6108977;;The GPN postganglionic fibres leave the otic ganglion through the auriculotemporal branch of the trigeminal nerve.;pmc_oai_202111;nerve_ganglia_vocab;3943125;anatomical connectivity;FALSE;0,797387;3943128;53;40;structure;otic ganglion;113;97;structure;trigeminal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2037;f;0;6108977;;The deep great petrosal nerve (dotted arrow) comes up from the tympanic plexus at the level of the tendon of the tensor tympani muscle (ttmt) to merge with the lesser superficial pretrosal nerve coming from the geniculate ganglion (gg) of the facial nerve.;pmc_oai_202111;nerve_ganglia_vocab;3943121;structural connectivity;FALSE;0,874121;3943124;71;63;structure;tympanic;255;243;structure;facial nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2038;f;0;6108977;;Just below the foramen ovale, the glossopharyngeal nerve fibres leave the otic ganglion to merge with the auriculotemporal nerve, a branch of the trigeminal nerve (the nerve pathway is represented by dashed yellow lines).;pmc_oai_202111;nerve_ganglia_vocab;3943129;anatomical connectivity;FALSE;0,346035;3943132;56;34;structure;glossopharyngeal nerve;162;146;structure;trigeminal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2039;f;0;6377693;;The vagus nerve is the longest cranial nerve, and although paragangliomas may arise anywhere along its tract, they are most commonly found at the ganglion nodosum (inferior ganglion) at the level of the C1 lateral mass [12].;pmc_oai_202111;nerve_ganglia_vocab;3943136;topological connectivity;FALSE;0,912101;3943139;15;4;structure;vagus nerve;162;146;structure;ganglion nodosum;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2040;f;0;6420596;;In most cases, the peripheral branches of second (V2) and third (V3) divisions of the trigeminal nerve, and the descending branch of the facial nerve serve as conduit for perineural spread.;pmc_oai_202111;nerve_ganglia_vocab;3943143;topological connectivity;FALSE;0,950868;3943146;102;86;structure;trigeminal nerve;149;137;structure;facial nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2041;f;0;6529485;;In particular, in its course between the anterior petrous ridge to the posterior clinoid process, it forms the roof of the porus trigeminus and medial border of the oculomotor trigone (with the oculomotor nerve running over the ligament) [18].;pmc_oai_202111;nerve_ganglia_vocab;3943149;topological connectivity;FALSE;0,493021;3943152;139;129;structure;trigeminus;210;194;structure;oculomotor nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2042;f;0;6861408;;The right recurrent laryngeal nerve loops posteromedially under the right subclavian artery (a, b), and the left recurrent laryngeal nerve loops posteromedially beneath the aortic arch (a, c)Vocal cord paralysis (VCP) occurs when there is impaired function of either CN X or�the RLN.;pmc_oai_202111;nerve_ganglia_vocab;3943156;anatomical connectivity;FALSE;0,766451;3943159;35;4;structure;right recurrent laryngeal nerve;138;108;structure;left recurrent laryngeal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2043;f;0;6888772;;A thin arterial structure (arrows) is seen close to the ICA (c) along the promontory (b) and along the tympanic segment of the facial nerve (a).;pmc_oai_202111;nerve_ganglia_vocab;3943166;structural connectivity;FALSE;0,9956;3943169;111;103;structure;tympanic;139;127;structure;facial nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2044;f;0;6888772;;"Bone dehiscence of the facial nerve canal may also be at the second genu; in a review of 202 patients treated surgically for chronic ear disease, dehiscence of the facial nerve canal (overall seen in 8.9%) was equally frequent in the tympanic segment and second genu [12].";pmc_oai_202111;nerve_ganglia_vocab;3943162;structural connectivity;FALSE;0,956752;3943165;35;23;structure;facial nerve;242;234;structure;tympanic;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2045;f;0;6893007;;The spectrum and symptoms from neurologic pathology of the thoracic inlet can be highly variable as many important nerves traverse this region, including the brachial plexus, vagus nerve, recurrent laryngeal nerves, phrenic nerve, and sympathetic chain.;pmc_oai_202111;nerve_ganglia_vocab;3943172;structural connectivity;FALSE;0,993712;3943175;186;175;structure;vagus nerve;229;216;structure;phrenic nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2046;f;0;3579993;;"These tumours are generally grouped into: Peripheral nerve tumours, which are the most common (70%) mediastinal neurogenic tumours and originate from spinal or proximal intercostal nerve; however, they rarely arise from the vagus, recurrent laryngeal and phrenic nerve [30] (Fig.�29).";pmc_oai_202111;nerve_ganglia_vocab;3943179;structural connectivity;FALSE;0,923507;3943182;229;224;structure;vagus;268;255;structure;phrenic nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2047;f;0;4263806;;Just caudally to the right subclavian artery, the right recurrent laryngeal nerve branches from the vagal nerve (Fig.�3a and e).;pmc_oai_202111;nerve_ganglia_vocab;3943185;structural connectivity;FALSE;0,914307;3943188;81;50;structure;right recurrent laryngeal nerve;111;100;structure;vagal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2048;f;0;3999364;;The promontory, round window niche and tympanic segment of the facial nerve canal can also be involved [1?3].;pmc_oai_202111;nerve_ganglia_vocab;3943191;structural connectivity;FALSE;0,99867;3943194;47;39;structure;tympanic;75;63;structure;facial nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2049;f;0;4296941;;They reported problems, such as tympanic membrane stiffness, greater density as compared with the real temporal bone, and the lack of a facial nerve.;pmc_oai_202111;nerve_ganglia_vocab;3943199;structural connectivity;FALSE;0,675833;3943202;40;32;structure;tympanic;148;136;structure;facial nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2050;f;0;4835324;;The study showed that the non-mastoidectomy approaches could avoid facial nerve and chorda tympani injuries in patients with CI with low rates of other complications.;pmc_oai_202111;nerve_ganglia_vocab;3943212;structural connectivity;FALSE;0,999075;3943215;79;67;structure;facial nerve;98;84;structure;chorda tympani;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2051;f;0;4835336;;Routine dissection and preservation of facial marginal branch, vagus, hypoglossus, lingual, accessory, and phrenic nerves were performed only for SOHND.;pmc_oai_202111;nerve_ganglia_vocab;3943218;structural connectivity;FALSE;0,998513;3943221;68;63;structure;vagus;114;107;structure;phrenic;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2052;f;0;4835337;;Only 1mm of bone separates the tympanic segment of the facial nerve canal from the vestibule.;pmc_oai_202111;nerve_ganglia_vocab;3943224;structural connectivity;FALSE;0,984691;3943227;39;31;structure;tympanic;67;55;structure;facial nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2053;f;0;6033613;;12 These changes can be observed on different sides of the same specimens, demonstrating an asymmetrical growth that interferes with the position of the reference structures, such as the tympanic membrane and the chorda tympani nerve.;pmc_oai_202111;nerve_ganglia_vocab;3943236;structural connectivity;FALSE;0,997196;3943239;195;187;structure;tympanic;233;213;structure;chorda tympani nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2054;f;0;6033613;;After the segmentation of the facial nerve, cochlea, labyrinth, tympanic membrane (used as reference because the chorda tympani nerve could not be found on the specimens) and ossicular chain, the images were meshed, and a three-dimensional (3D) view of the middle ear was obtained.;pmc_oai_202111;nerve_ganglia_vocab;3943232;structural connectivity;FALSE;0,99339;3943235;72;64;structure;tympanic;133;113;structure;chorda tympani nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2055;f;0;6082000;;The former gives rise to the nasociliary nerve, and branches from the maxillary nerve include the nasopalatine nerve, which enters the nasal cavity through the sphenopalatine foramen.;pmc_oai_202111;nerve_ganglia_vocab;3943256;topological connectivity;FALSE;0,76809;3943259;46;29;structure;nasociliary nerve;116;98;structure;nasopalatine nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2056;f;0;3729014;;The nodose ganglia were placed immediately in chilled (~4 �C) recording solution, all connective tissue around ganglia and nerve was completely removed, and the ganglia were sliced without damaging the vagus nerve.;pmc_oai_202111;nerve_ganglia_vocab;3943263;structural connectivity;FALSE;0,996662;3943266;18;4;structure;nodose ganglia;213;202;structure;vagus nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2057;f;0;5715524;;The role of cholinergic pathway in injury has been investigated extensively owing to the anti-inflammatory capacity of vagus, the tenth cranial nerve stimulation as well as nicotinic acetylcholine receptor activation 90-94.;pmc_oai_202111;nerve_ganglia_vocab;3943269;structural connectivity;FALSE;0,997173;3943272;124;119;structure;vagus;149;130;structure;tenth cranial nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2058;f;0;4092084;;This contraction also acts by stimulating the sacral nerve roots, or specifically the pelvic and pudendal nerves, suppressing the (hyper) detrusor activity (23, 29).;pmc_oai_202111;nerve_ganglia_vocab;3943277;functional connectivity;FALSE;0,937995;3943280;58;46;structure;sacral nerve;105;97;structure;pudendal;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2059;f;0;5903840;;67 The parietal pleura is innervated by phrenic nerves, the sympathetic system and the vagus nerve.;pmc_oai_202111;nerve_ganglia_vocab;3943287;functional connectivity;FALSE;0,858826;3943290;47;40;structure;phrenic;98;87;structure;vagus nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2060;f;0;7603471;;For the chorda tympani (cyan) in particular, it better captures its end points at the facial nerve and the tympanic cavity;pmc_oai_202111;nerve_ganglia_vocab;3943298;structural connectivity;FALSE;0,734574;3943302;22;8;structure;chorda tympani;98;86;structure;facial nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2061;f;0;7603471;;For the chorda tympani (cyan) in particular, it better captures its end points at the facial nerve and the tympanic cavity;pmc_oai_202111;nerve_ganglia_vocab;3943298;structural connectivity;FALSE;0,928237;3943303;98;86;structure;facial nerve;115;107;structure;tympanic;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2062;f;0;6462345;;Because lymph nodes posterior to the right recurrent laryngeal nerve are attached to the recurrent laryngeal nerve, it is necessary to dissociate the right recurrent laryngeal nerve completely when we perform right CLND dissection.;pmc_oai_202111;nerve_ganglia_vocab;3943316;structural connectivity;FALSE;0,717929;3943319;114;89;structure;recurrent laryngeal nerve;68;37;structure;right recurrent laryngeal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2063;f;0;8072641;;"The change in voice in patients after TT can be caused by -nerve injury during TT;-paretic (or plegic) causes of voice damage: recurrent laryngeal nerve (RLN) paresis or superior laryngeal nerve (SLN) paresis;-a non-paretic cause (e.g., laryngopharyngeal reflux disease (LPRD)).";pmc_oai_202111;nerve_ganglia_vocab;3943331;structural connectivity;FALSE;0,991725;3943334;152;127;structure;recurrent laryngeal nerve;194;170;structure;superior laryngeal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2064;f;0;8378935;;129 Cervical spinal, medial and vagus nerves were significantly larger in GBS at baseline, but returned to normal at 6 months, except for the vagus nerve which remained enlarged in those patients with significant autonomic dysfunction.;pmc_oai_202111;nerve_ganglia_vocab;3943342;anatomical connectivity;FALSE;0,998034;3943345;37;32;structure;vagus;153;142;structure;vagus nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2065;f;0;5983660;;For example, the neurons of the inner ear arise from the otic placode, the nodose placode contributes to the tenth cranial nerve, the vagus nerve, and the large trigeminal ganglion is derived from both ectodermal placodes and neural crest cells [56,57].;pmc_oai_202111;nerve_ganglia_vocab;3943371;anatomical connectivity;FALSE;0,534986;3943374;128;109;structure;tenth cranial nerve;145;134;structure;vagus nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2066;f;0;6164028;;Preganglionic fibers originate in the lacrimal nucleus in the pons (a portion of the superior salivatory nucleus), synapse in the pterygopalatine ganglion, and then travel with the lacrimal nerve, the smallest branch of CN V1.;pmc_oai_202111;nerve_ganglia_vocab;3943379;structural connectivity;FALSE;0,990334;3943382;154;130;structure;pterygopalatine ganglion;195;181;structure;lacrimal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2067;f;0;6321618;;The larynx and associated laryngopharyngeal regions are mainly supplied by the superior laryngeal nerve (SLN), a branch of the vagus (X) nerve [8,9,10,11,12].;pmc_oai_202111;nerve_ganglia_vocab;3943385;structural connectivity;FALSE;0,837312;3943388;103;79;structure;superior laryngeal nerve;132;127;structure;vagus;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2068;f;0;6769505;;It has been shown that the perikarya of these neurons are located in the dorsal root ganglia (DRG) and in the sensory ganglia of the vagal nerve, such as jugular and nodose ganglia [97,100,101].;pmc_oai_202111;nerve_ganglia_vocab;3943395;structural connectivity;FALSE;0,998141;3943398;144;133;structure;vagal nerve;180;166;structure;nodose ganglia;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2069;f;0;7370131;;The carotid body is innervated with a dense network of nerve fibers originating in the carotid sinus nerve (a branch of the glossopharyngeal), the superior cervical ganglion of the sympathetic trunk and branches of the vagal nerve [15,16,17].;pmc_oai_202111;nerve_ganglia_vocab;3943405;structural connectivity;FALSE;0,997536;3943408;106;87;structure;carotid sinus nerve;173;147;structure;superior cervical ganglion;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2070;f;0;7866214;;The pharyngeal part of the tongue is innervated by the glossopharyngeal nerve (third pharyngeal arch) and the superior laryngeal nerve originating from the vagal nerve (fourth pharyngeal arch).;pmc_oai_202111;nerve_ganglia_vocab;3943424;structural connectivity;FALSE;0,998625;3943428;77;55;structure;glossopharyngeal nerve;134;110;structure;superior laryngeal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2071;f;0;7866214;;The pharyngeal part of the tongue is innervated by the glossopharyngeal nerve (third pharyngeal arch) and the superior laryngeal nerve originating from the vagal nerve (fourth pharyngeal arch).;pmc_oai_202111;nerve_ganglia_vocab;3943424;structural connectivity;FALSE;0,772586;3943429;134;110;structure;superior laryngeal nerve;167;156;structure;vagal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2072;f;0;8038011;;Capsaicin is a neurotoxin that affects fibers of the somatosensory lingual nerve surrounding taste buds, but not fibers of the gustatory chorda tympani nerve which synapse with taste receptor cells.;pmc_oai_202111;nerve_ganglia_vocab;3943435;anatomical connectivity;FALSE;0,982033;3943438;80;67;structure;lingual nerve;157;137;structure;chorda tympani nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2073;f;0;8268963;;Therefore, mice with intact vagus nerve signaling show a reduced food consumption after CCK injection, while mice with disturbed vagus signaling should eat significantly more food.;pmc_oai_202111;nerve_ganglia_vocab;3943447;structural connectivity;FALSE;0,999083;3943450;39;28;structure;vagus nerve;134;129;structure;vagus;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2074;f;0;8268972;;It is not uncommon for injury to occur to lingual nerve, inferior alveolar nerve (IAN) or infraorbital nerve (ION) branches of the trigeminal nerve because of an accidental traumatic event (e.g., motor vehicle accident, sporting injury).;pmc_oai_202111;nerve_ganglia_vocab;3943453;structural connectivity;FALSE;0,565277;3943456;55;42;structure;lingual nerve;147;131;structure;trigeminal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2075;f;0;3317215;;The middle segment traverses the tympanic cavity, and the third section is located in submandibular fossa, extending from tympanic cavity to the junction with the lingual nerve.;pmc_oai_202111;nerve_ganglia_vocab;3943490;topological connectivity;FALSE;0,878023;3943493;41;33;structure;tympanic;176;163;structure;lingual nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2076;f;0;3317215;;"The chorda tympani nerve arises from the facial nerve above the stylomastoid foramen; it runs superiorly and anteriorly through the posterior wall of the tympanic cavity and then into the cavity.";pmc_oai_202111;nerve_ganglia_vocab;3943470;anatomical connectivity;FALSE;0,929553;3943474;24;4;structure;chorda tympani nerve;53;41;structure;facial nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2077;f;0;3317215;;"The chorda tympani nerve arises from the facial nerve above the stylomastoid foramen; it runs superiorly and anteriorly through the posterior wall of the tympanic cavity and then into the cavity.";pmc_oai_202111;nerve_ganglia_vocab;3943470;anatomical connectivity;FALSE;0,867116;3943475;53;41;structure;facial nerve;162;154;structure;tympanic;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2078;f;0;3317215;;Many nerves such as the chorda tympani, nerve of the pterygoid canal, and parts of the facial nerve are hidden within the bony tissue of the human head and are difficult to dissect and expose without decalcifying the specimens first.;pmc_oai_202111;nerve_ganglia_vocab;3943484;topological connectivity;FALSE;0,993671;3943489;38;24;structure;chorda tympani;99;87;structure;facial nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2079;f;0;3317215;;Many nerves such as the chorda tympani, nerve of the pterygoid canal, and parts of the facial nerve are hidden within the bony tissue of the human head and are difficult to dissect and expose without decalcifying the specimens first.;pmc_oai_202111;nerve_ganglia_vocab;3943484;structural connectivity;FALSE;0,998903;3943488;38;24;structure;chorda tympani;68;40;structure;nerve of the pterygoid canal;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2080;f;0;3317215;;"The current study used dissection to conduct observations of the whole course of three deep nerves; the chorda tympani nerve, nerve connection between geniculate and pterygopalatine ganglia, and the facial nerve.";pmc_oai_202111;nerve_ganglia_vocab;3943476;structural connectivity;FALSE;0,942418;3943479;124;104;structure;chorda tympani nerve;189;166;structure;pterygopalatine ganglia;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2081;f;0;3317215;;Gray's Anatomy [17] describes the chorda tympani nerve arising from the facial nerve about 6?mm above the stylomastoid foramen.;pmc_oai_202111;nerve_ganglia_vocab;3943480;topological connectivity;FALSE;0,891979;3943483;54;34;structure;chorda tympani nerve;84;72;structure;facial nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2082;f;0;3317215;;Conditions such as Bell's palsy and Ramsay Hunt syndrome (geniculate neuralgia or otic neuralgia) are caused by disorders of the facial nerve and its branches between the geniculate and pterygopalatine ganglia.;pmc_oai_202111;nerve_ganglia_vocab;3943498;structural connectivity;FALSE;0,998711;3943501;141;129;structure;facial nerve;209;186;structure;pterygopalatine ganglia;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2083;f;0;3317215;;The lingual nerve length, between foramen ovale and chorda tympani, ranges from 14.79?mm to 36.46?mm, the average being 21.59?mm.;pmc_oai_202111;nerve_ganglia_vocab;3943494;anatomical connectivity;FALSE;0,853098;3943497;17;4;structure;lingual nerve;66;52;structure;chorda tympani;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2084;f;0;3681260;;These include viral infections, metabolic changes, and insult to either the recurrent laryngeal nerve or superior laryngeal nerve with subsequent change in the firing threshold [7].;pmc_oai_202111;nerve_ganglia_vocab;3943504;structural connectivity;FALSE;0,997975;3943507;101;76;structure;recurrent laryngeal nerve;129;105;structure;superior laryngeal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2085;f;0;5742896;;The nerve bundles consist of parasympathetic and sympathetic components of the vidian nerve and somatosensory fibers from the maxillary branch of the trigeminal nerve, and they are distributed in the nasal mucosa following the branches of the sphenopalatine vessels [4].;pmc_oai_202111;nerve_ganglia_vocab;3943514;structural connectivity;FALSE;0,972691;3943517;91;79;structure;vidian nerve;166;150;structure;trigeminal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2086;f;0;5499390;;Therefore, we assumed that using dental floss or traditional wooden brush might lead to stimulating trigeminal nerve endings under the gum epithelium, which in turn, leads to stimulating the vagus nerve through the above-mentioned reflex.;pmc_oai_202111;nerve_ganglia_vocab;3943528;topological connectivity;FALSE;0,993039;3943531;116;100;structure;trigeminal nerve;202;191;structure;vagus nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2087;f;0;7475751;;In the upper half of the pudendal canal or within it, the pudendal nerve gives rise to the inferior rectal nerve, and at the end of the canal, it gives rise to the perineal nerve and dorsal nerves of the penis and clitoris.;pmc_oai_202111;nerve_ganglia_vocab;3943535;structural connectivity;FALSE;0,999275;3943538;178;164;structure;perineal nerve;209;183;structure;dorsal nerves of the penis;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2088;f;0;3063345;;1] There are three cervical ganglions: the superior cervical ganglion at the C2 level, the middle cervical ganglion at the C5?C6 level and the lower cervical ganglion at the C7 level [Figure 3].;pmc_oai_202111;nerve_ganglia_vocab;3943541;functional connectivity;FALSE;0,975055;3943544;69;43;structure;superior cervical ganglion;115;91;structure;middle cervical ganglion;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2089;f;0;7773651;;There is no conclusive knowledge on how this reflex is triggered but a safe idea would be that any mechanism which irritates or damages the components of the reflex arc, the central nuclei, the Vagus, phrenic or other nerves of the autonomic system can trigger a hiccup.;pmc_oai_202111;nerve_ganglia_vocab;3943557;anatomical connectivity;FALSE;0,837068;3943560;199;194;structure;Vagus;208;201;structure;phrenic;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2090;f;0;6203238;;This hematoma had caused compression on the vagal nerve and caused recurrent laryngeal nerve paralysis with resultant hoarseness.;pmc_oai_202111;nerve_ganglia_vocab;3943569;structural connectivity;FALSE;0,995063;3943572;55;44;structure;vagal nerve;92;67;structure;recurrent laryngeal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2091;f;0;6664090;;In addition to that, the lesion adhered to the Phrenic nerve and the Vagal nerve.;pmc_oai_202111;nerve_ganglia_vocab;3943579;structural connectivity;FALSE;0,998934;3943582;60;47;structure;Phrenic nerve;80;69;structure;Vagal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2092;f;0;5732631;;Then, the right side of the retraction was pulled back to the neck sheath and trachea, separating the right recurrent laryngeal nerve and dissecting the lymph nodes surrounding the right side of the neck to the recurrent laryngeal nerve chain up to the level of thyroid (Fig. 3D).;pmc_oai_202111;nerve_ganglia_vocab;3943588;structural connectivity;FALSE;0,999135;3943591;133;102;structure;right recurrent laryngeal nerve;236;211;structure;recurrent laryngeal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2093;f;0;4129976;;In more recent studies, Lacolley et al. [1, 2] provided evidence that the OA blood supply to the nodose ganglia of rats lacks an effective blood-ganglion barrier and that circulating 5-HT gains access to and activates nodose ganglion cell bodies exclusively via the OAs.;pmc_oai_202111;nerve_ganglia_vocab;3943597;structural connectivity;FALSE;0,9934;3943600;111;97;structure;nodose ganglia;233;218;structure;nodose ganglion;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2094;f;0;6187975;;3 The vagal nerve also branches to the recurrent laryngeal nerve, stimulation of which leads to forced closure of the glottis.;pmc_oai_202111;nerve_ganglia_vocab;3943606;structural connectivity;FALSE;0,997997;3943609;17;6;structure;vagal nerve;64;39;structure;recurrent laryngeal nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2095;f;0;6187975;;Along a similar mechanism, stimulation of the phrenic nerve and the vagus nerve by the injectate has been proposed as well.;pmc_oai_202111;nerve_ganglia_vocab;3943610;structural connectivity;FALSE;0,997657;3943613;59;46;structure;phrenic nerve;79;68;structure;vagus nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2096;f;0;2977062;;Peters et al. [5] have compared pudendal to sacral nerve stimulation with very promising results in the pudendal group.;pmc_oai_202111;nerve_ganglia_vocab;3943621;anatomical connectivity;FALSE;0,998977;3943624;40;32;structure;pudendal;56;44;structure;sacral nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
2097;f;0;7210232;;Stimulation of the posterior tibial nerve delivers retrograde neuromodulation to the sacral nerve plexus that controls the bladder function.;pmc_oai_202111;nerve_ganglia_vocab;3943627;structural connectivity;FALSE;0,819577;3943630;41;29;structure;tibial nerve;97;85;structure;sacral nerve;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;
