o;o_label;o_synonym
http://uri.interlex.org/base/ilx_0793735;Myenteric ganglion of small intestine;
http://uri.interlex.org/base/ilx_0793737;Nerve fiber from submandibular ganglion to submandibular gland;
http://uri.interlex.org/base/ilx_0793738;Nerve fiber from submandibular ganglion to mouth mucosa;
http://uri.interlex.org/base/ilx_0793739;Nerve fiber from submandibular ganglion to sublingual gland;
http://uri.interlex.org/paxinos/uris/rat/labels/794;primary somatosensory cortex (paxrat);primary somatosensory cortex
http://uri.neuinfo.org/nif/nifstd/nlx_149264;Superior paraolivary nucleus;
http://uri.neuinfo.org/nif/nifstd/nlx_152184;Retina outer plexiform layer;external plexiform layer
http://uri.neuinfo.org/nif/nifstd/nlx_152528;Olfactory bulb (accessory) external plexiform layer;external plexiform layer of the AOB
http://uri.neuinfo.org/nif/nifstd/nlx_153849;Dorsal cochlear nucleus deep layer;
http://uri.neuinfo.org/nif/nifstd/nlx_50884;Ventral nuclei of the lateral lemniscus;
http://uri.neuinfo.org/nif/nifstd/nlx_63363;Olfactory bulb (main) internal plexiform layer;
http://uri.neuinfo.org/nif/nifstd/nlx_66882;Mediodorsal thalamus;
http://uri.neuinfo.org/nif/nifstd/nlx_96;Olfactory bulb main external plexiform layer;EPL
